payment_id,rental_id,payment_date,amount,payment_method,payment_status,vehicle_id,customer_id,pickup_date
2521,2656,2026-06-01,13430.0,Upi,Success,120,699,2026-06-01
2522,2657,2024-07-16,4180.0,Upi,Success,49,357,2024-07-16
2523,2658,2026-03-30,7000.0,Upi,Success,77,9,2026-03-30
2524,2659,2026-02-24,40200.0,Upi,Success,114,312,2026-02-24
2525,2661,2026-05-14,28200.0,Upi,Success,173,721,2026-05-13
2526,2662,2026-06-14,13600.0,Credit Card,Success,27,97,2026-06-14
2527,2663,2025-03-10,5800.0,Cash,Success,59,402,2025-03-10
2528,2664,2025-08-18,2150.0,Credit Card,Pending,87,11,2025-08-18
2529,2665,2025-05-18,8550.0,Credit Card,Success,89,649,2025-05-17
2530,2666,2025-04-03,3800.0,Debit Card,Success,116,851,2025-04-03
2531,2667,2025-07-23,8800.0,Upi,Success,18,129,2025-07-22
2532,2668,2024-12-30,3420.0,Credit Card,Success,154,518,2024-12-30
2533,2669,2025-03-28,3350.0,Credit Card,Success,69,589,2025-03-28
2534,2670,2024-05-18,5950.0,Cash,Success,100,112,2024-05-17
2535,2671,2024-11-08,8325.0,Cash,Success,68,595,2024-11-08
2536,2673,2025-12-26,2755.0,Upi,Failed,24,715,2025-12-25
2537,2674,2026-01-29,5550.0,Upi,Success,94,775,2026-01-29
2538,2675,2025-03-01,17005.0,Debit Card,Pending,144,794,2025-03-01
2539,2676,2025-11-15,8600.0,Upi,Success,58,650,2025-11-15
2540,2677,2024-08-13,12200.0,Debit Card,Success,5,205,2024-08-13
2541,2678,2025-10-17,1215.0,Debit Card,Success,162,714,2025-10-17
2542,2680,2026-01-31,12200.0,Debit Card,Success,109,563,2026-01-30
2543,2681,2024-05-08,8150.0,Cash,Success,42,339,2024-05-07
2544,2682,2025-06-12,1232.5,Credit Card,Success,4,870,2025-06-12
2545,2683,2025-06-16,5605.0,Debit Card,Success,82,264,2025-06-15
2546,2684,2024-02-03,3400.0,Credit Card,Success,71,108,2024-02-03
2547,2685,2024-01-14,5865.0,Upi,Refunded,33,677,2024-01-14
2548,2686,2026-05-31,1955.0,Upi,Success,148,301,2026-05-30
2549,2687,2024-02-07,24510.0,Upi,Success,36,253,2024-02-07
2550,2688,2026-05-11,13110.0,Upi,Success,148,328,2026-05-11
2551,2690,2024-04-12,2137.5,Credit Card,Success,105,245,2024-04-12
2552,2691,2024-09-05,1800.0,Net Banking,Success,2,484,2024-09-05
2553,2692,2026-04-13,7400.0,Upi,Pending,107,58,2026-04-12
2554,2693,2025-07-26,3752.5,Debit Card,Success,35,782,2025-07-26
2555,2694,2025-01-01,8200.0,Net Banking,Success,48,244,2025-01-01
2556,2695,2024-06-29,21090.0,Credit Card,Success,88,769,2024-06-28
2557,2696,2024-11-13,17100.0,Debit Card,Pending,116,365,2024-11-12
2558,2697,2026-04-15,22610.0,Upi,Success,27,781,2026-04-15
2559,2698,2024-03-18,13680.0,Net Banking,Success,110,294,2024-03-17
2560,2699,2025-05-31,6270.0,Cash,Success,18,881,2025-05-31
2561,2700,2024-09-11,2137.5,Cash,Success,89,386,2024-09-11
2562,2701,2024-05-21,2805.0,Upi,Success,83,463,2024-05-21
2563,2702,2026-04-24,31500.0,Upi,Success,43,276,2026-04-23
2564,2703,2025-04-19,18500.0,Credit Card,Success,107,741,2025-04-18
2565,2704,2026-02-14,3870.0,Upi,Success,178,190,2026-02-14
2566,2705,2025-12-20,5800.0,Credit Card,Success,131,772,2025-12-19
2567,2706,2025-01-04,3350.0,Upi,Success,95,285,2025-01-04
2568,2707,2026-07-01,1282.5,Debit Card,Success,103,231,2026-06-30
2569,2708,2024-01-10,7425.0,Credit Card,Success,115,594,2024-01-10
2570,2709,2025-06-22,16800.0,Upi,Success,139,418,2025-06-21
2571,2710,2024-08-04,2800.0,Net Banking,Success,44,872,2024-08-03
2572,2711,2024-08-06,1350.0,Cash,Success,20,407,2024-08-06
2573,2713,2025-11-14,11780.0,Upi,Success,147,83,2025-11-14
2574,2714,2024-04-07,5700.0,Debit Card,Success,177,101,2024-04-07
2575,2715,2024-11-10,11400.0,Upi,Success,1,547,2024-11-09
2576,2716,2024-01-02,1250.0,Debit Card,Success,135,438,2024-01-02
2577,2717,2024-10-30,3050.0,Upi,Failed,5,653,2024-10-30
2578,2718,2024-11-15,6300.0,Credit Card,Success,7,427,2024-11-15
2579,2719,2025-03-16,2945.0,Credit Card,Success,46,700,2025-03-16
2580,2720,2026-03-31,4350.0,Upi,Pending,4,704,2026-03-30
2581,2721,2024-04-06,15050.0,Debit Card,Success,87,240,2024-04-06
2582,2722,2026-01-23,9800.0,Upi,Success,44,577,2026-01-23
2583,2723,2024-03-14,1900.0,Credit Card,Success,168,186,2024-03-14
2584,2724,2025-03-03,22500.0,Net Banking,Success,43,343,2025-03-03
2585,2725,2024-08-25,15675.0,Upi,Success,14,253,2024-08-25
2586,2726,2025-06-01,3300.0,Upi,Success,174,860,2025-06-01
2587,2727,2026-01-26,29260.0,Upi,Success,49,231,2026-01-25
2588,2728,2025-10-26,2655.0,Debit Card,Success,82,832,2025-10-26
2589,2729,2026-05-07,16800.0,Credit Card,Success,143,129,2026-05-06
2590,2730,2025-12-09,1550.0,Debit Card,Success,28,709,2025-12-08
2591,2731,2025-11-27,18952.5,Upi,Success,177,284,2025-11-26
2592,2732,2025-01-23,2000.0,Credit Card,Success,2,454,2025-01-22
2593,2733,2024-04-18,12300.0,Credit Card,Success,50,447,2024-04-18
2594,2734,2026-03-04,1215.0,Debit Card,Success,103,19,2026-03-03
2595,2735,2024-10-24,12540.0,Upi,Success,14,223,2024-10-23
2596,2736,2024-03-09,4940.0,Credit Card,Success,63,500,2024-03-09
2597,2738,2025-11-01,2250.0,Credit Card,Success,89,193,2025-10-31
2598,2739,2025-05-16,37525.0,Credit Card,Success,78,467,2025-05-15
2599,2740,2025-09-22,11100.0,Cash,Success,107,470,2025-09-22
2600,2741,2025-09-17,5085.0,Net Banking,Success,9,680,2025-09-16
2601,2742,2026-02-02,6800.0,Net Banking,Success,29,723,2026-02-02
2602,2743,2026-04-04,5200.0,Upi,Refunded,176,515,2026-04-04
2603,2744,2025-02-01,2900.0,Upi,Success,119,186,2025-01-31
2604,2745,2025-03-05,3060.0,Upi,Success,29,149,2025-03-05
2605,2746,2024-06-20,35800.0,Debit Card,Success,144,639,2024-06-19
2606,2747,2025-06-26,9310.0,Upi,Success,179,357,2025-06-26
2607,2749,2026-04-21,3135.0,Upi,Success,160,855,2026-04-21
2608,2750,2026-03-14,2550.0,Cash,Success,106,47,2026-03-14
2609,2751,2024-06-12,1250.0,Net Banking,Success,135,759,2024-06-11
2610,2752,2024-10-01,9300.0,Upi,Success,151,729,2024-09-30
2611,2753,2025-05-07,10200.0,Upi,Success,106,418,2025-05-06
2612,2754,2026-01-14,15400.0,Upi,Success,171,496,2026-01-14
2613,2756,2025-10-12,11590.0,Credit Card,Success,75,230,2025-10-12
2614,2757,2025-04-22,17290.0,Debit Card,Success,123,796,2025-04-21
2615,2758,2024-11-29,50540.0,Upi,Success,76,183,2024-11-29
2616,2759,2025-05-13,4500.0,Debit Card,Success,105,473,2025-05-13
2617,2760,2025-02-09,1800.0,Upi,Success,60,589,2025-02-09
2618,2761,2026-04-06,25270.0,Upi,Success,132,162,2026-04-06
2619,2762,2024-02-04,2500.0,Upi,Success,17,244,2024-02-03
2620,2763,2025-03-19,26500.0,Upi,Success,112,416,2025-03-18
2621,2764,2024-04-27,4845.0,Debit Card,Failed,106,579,2024-04-26
2622,2765,2024-01-14,22000.0,Upi,Success,18,246,2024-01-13
2623,2766,2025-01-29,6030.0,Cash,Success,86,853,2025-01-29
2624,2767,2025-01-08,12450.0,Upi,Success,96,37,2025-01-07
2625,2768,2026-05-07,7350.0,Debit Card,Success,179,560,2026-05-07
2626,2769,2025-01-28,6030.0,Debit Card,Success,86,682,2025-01-27
2627,2770,2024-07-25,13350.0,Debit Card,Success,134,257,2024-07-24
2628,2771,2024-01-21,4455.0,Upi,Success,160,505,2024-01-21
2629,2772,2024-11-23,21280.0,Upi,Failed,180,824,2024-11-23
2630,2773,2026-01-29,1600.0,Upi,Success,25,3,2026-01-29
2631,2774,2025-11-05,7837.5,Net Banking,Success,115,787,2025-11-05
2632,2775,2024-01-09,4450.0,Credit Card,Success,134,873,2024-01-09
2633,2776,2024-08-09,41895.0,Cash,Success,7,349,2024-08-09
2634,2777,2026-04-23,3515.0,Debit Card,Success,152,605,2026-04-23
2635,2778,2025-03-04,7740.0,Credit Card,Success,36,652,2025-03-04
2636,2779,2024-06-01,6750.0,Upi,Success,89,580,2024-06-01
2637,2780,2025-09-06,2700.0,Debit Card,Success,45,399,2025-09-05
2638,2781,2024-12-28,4300.0,Upi,Refunded,31,778,2024-12-28
2639,2782,2024-11-07,7600.0,Upi,Success,129,584,2024-11-06
2640,2783,2026-06-17,3800.0,Credit Card,Success,34,788,2026-06-17
2641,2784,2025-02-28,16200.0,Upi,Success,56,686,2025-02-27
2642,2785,2024-11-26,4140.0,Upi,Success,52,591,2024-11-26
2643,2787,2025-09-18,1890.0,Credit Card,Success,98,628,2025-09-18
2644,2788,2025-02-28,3570.0,Upi,Refunded,22,826,2025-02-28
2645,2789,2026-05-05,37572.5,Upi,Success,9,165,2026-05-05
2646,2790,2025-03-07,21660.0,Credit Card,Success,76,372,2025-03-06
2647,2791,2024-10-15,1650.0,Upi,Success,160,75,2024-10-15
2648,2792,2026-05-27,12450.0,Upi,Success,13,435,2026-05-27
2649,2793,2024-03-22,6000.0,Upi,Success,1,565,2024-03-22
2650,2794,2025-04-25,4100.0,Credit Card,Failed,159,772,2025-04-25
2651,2795,2024-05-12,6000.0,Cash,Success,127,489,2024-05-11
2652,2796,2026-04-04,2137.5,Debit Card,Success,89,192,2026-04-03
2653,2797,2024-08-23,35000.0,Upi,Success,102,729,2024-08-23
2654,2798,2025-04-18,11400.0,Debit Card,Success,177,641,2025-04-18
2655,2799,2024-09-08,3145.0,Net Banking,Success,88,248,2024-09-07
2656,2800,2025-11-13,16150.0,Upi,Success,122,607,2025-11-12
2657,2801,2026-03-18,24605.0,Upi,Refunded,107,765,2026-03-17
2658,2802,2024-03-08,44750.0,Debit Card,Success,144,344,2024-03-07
2659,2803,2025-03-09,21150.0,Upi,Success,173,202,2025-03-08
2660,2805,2026-01-05,1215.0,Debit Card,Success,6,808,2026-01-05
2661,2806,2024-03-29,5610.0,Upi,Success,83,601,2024-03-28
2662,2807,2026-04-03,1450.0,Upi,Success,131,9,2026-04-03
2663,2808,2026-05-28,17595.0,Upi,Success,165,301,2026-05-28
2664,2809,2026-05-23,6750.0,Credit Card,Success,89,118,2026-05-23
2665,2810,2024-12-01,3040.0,Upi,Success,111,475,2024-12-01
2666,2811,2025-06-29,3135.0,Debit Card,Success,83,50,2025-06-28
2667,2812,2025-12-04,14500.0,Debit Card,Pending,131,31,2025-12-03
2668,2813,2025-02-26,12060.0,Credit Card,Success,128,853,2025-02-26
2669,2814,2025-03-09,32760.0,Net Banking,Success,63,802,2025-03-09
2670,2815,2025-06-29,1785.0,Credit Card,Success,98,502,2025-06-28
2671,2816,2024-08-17,2610.0,Debit Card,Success,119,862,2024-08-17
2672,2817,2024-08-30,2945.0,Net Banking,Success,147,405,2024-08-30
2673,2818,2025-08-20,6412.5,Credit Card,Success,162,620,2025-08-20
2674,2819,2024-03-20,5842.5,Upi,Success,15,457,2024-03-20
2675,2820,2026-02-06,4230.0,Upi,Success,172,647,2026-02-05
2676,2821,2026-02-07,6412.5,Cash,Success,113,472,2026-02-06
2677,2823,2025-11-03,16862.5,Credit Card,Success,64,223,2025-11-03
2678,2824,2024-06-10,7155.0,Cash,Success,112,777,2024-06-09
2679,2825,2024-09-29,6175.0,Cash,Success,161,662,2024-09-29
2680,2826,2024-12-10,10170.0,Net Banking,Success,41,159,2024-12-10
2681,2827,2024-07-18,9900.0,Credit Card,Success,171,155,2024-07-18
2682,2828,2025-06-24,12920.0,Upi,Success,27,384,2025-06-23
2683,2829,2025-05-26,6460.0,Cash,Pending,71,693,2025-05-25
2684,2830,2025-12-01,20282.5,Upi,Success,140,51,2025-12-01
2685,2831,2025-07-09,4132.5,Upi,Success,4,328,2025-07-09
2686,2832,2024-09-16,1350.0,Credit Card,Success,21,603,2024-09-16
2687,2833,2024-09-06,13400.0,Net Banking,Success,114,454,2024-09-05
2688,2834,2025-03-16,22050.0,Cash,Success,30,631,2025-03-16
2689,2835,2024-11-27,7000.0,Debit Card,Success,30,615,2024-11-26
2690,2836,2025-08-01,4845.0,Upi,Success,153,78,2025-07-31
2691,2837,2024-11-21,3750.0,Upi,Success,156,571,2024-11-20
2692,2838,2025-06-26,6250.0,Credit Card,Success,135,462,2025-06-25
2693,2839,2025-09-18,18500.0,Debit Card,Success,68,271,2025-09-18
2694,2840,2025-05-04,10710.0,Upi,Success,61,450,2025-05-03
2695,2841,2026-05-02,10050.0,Credit Card,Success,86,383,2026-05-02
2696,2842,2024-03-03,2755.0,Debit Card,Success,4,328,2024-03-02
2697,2843,2024-03-10,21420.0,Credit Card,Success,71,311,2024-03-09
2698,2844,2024-08-27,19475.0,Debit Card,Success,15,794,2024-08-27
2699,2845,2024-11-18,9750.0,Net Banking,Success,150,687,2024-11-17
2700,2846,2025-05-16,5400.0,Debit Card,Pending,162,334,2025-05-16
2701,2847,2024-09-11,1805.0,Upi,Success,121,467,2024-09-10
2702,2848,2024-11-29,10260.0,Upi,Success,3,810,2024-11-29
2703,2849,2025-12-28,4750.0,Debit Card,Success,38,415,2025-12-28
2704,2850,2026-01-25,3350.0,Upi,Success,128,124,2026-01-25
2705,2851,2025-07-20,22200.0,Debit Card,Success,152,806,2025-07-20
2706,2852,2026-02-23,1232.5,Credit Card,Success,141,826,2026-02-22
2707,2853,2025-01-14,7000.0,Credit Card,Success,117,759,2025-01-14
2708,2854,2025-07-02,2800.0,Upi,Success,100,561,2025-07-01
2709,2855,2026-02-28,6412.5,Debit Card,Success,74,743,2026-02-28
2710,2856,2025-08-02,22312.5,Upi,Success,136,381,2025-08-02
2711,2858,2025-02-12,11827.5,Upi,Success,96,359,2025-02-12
2712,2859,2025-03-28,2790.0,Upi,Success,169,134,2025-03-28
2713,2860,2026-04-05,1485.0,Credit Card,Success,115,155,2026-04-05
2714,2861,2024-04-26,4050.0,Upi,Success,74,88,2024-04-26
2715,2862,2026-02-24,7400.0,Debit Card,Success,88,651,2026-02-23
2716,2864,2025-10-19,30960.0,Upi,Success,36,134,2025-10-18
2717,2865,2024-09-05,6840.0,Debit Card,Success,167,357,2024-09-04
2718,2866,2024-08-10,33600.0,Upi,Success,125,144,2024-08-10
2719,2867,2024-08-30,15200.0,Credit Card,Success,76,893,2024-08-29
2720,2868,2024-09-23,9990.0,Credit Card,Success,152,728,2024-09-23
2721,2869,2024-04-16,2600.0,Debit Card,Success,176,590,2024-04-16
2722,2870,2025-08-27,35000.0,Upi,Success,30,408,2025-08-27
2723,2871,2025-09-09,2250.0,Debit Card,Pending,47,563,2025-09-09
2724,2872,2024-04-25,6150.0,Credit Card,Success,90,225,2024-04-24
2725,2874,2024-03-02,9500.0,Upi,Success,166,518,2024-03-02
2726,2875,2025-03-10,3400.0,Net Banking,Success,72,177,2025-03-10
2727,2876,2024-02-08,3230.0,Upi,Success,27,379,2024-02-07
2728,2877,2025-09-03,3182.5,Upi,Failed,95,264,2025-09-02
2729,2878,2024-02-15,9675.0,Upi,Success,130,497,2024-02-15
2730,2879,2026-01-23,8550.0,Net Banking,Success,45,837,2026-01-23
2731,2880,2024-01-04,2517.5,Credit Card,Success,112,711,2024-01-04
2732,2881,2026-01-08,6900.0,Credit Card,Success,23,213,2026-01-07
2733,2882,2025-01-05,6100.0,Upi,Success,124,348,2025-01-05
2734,2883,2025-12-15,5650.0,Credit Card,Success,41,483,2025-12-14
2735,2884,2024-04-17,2250.0,Debit Card,Failed,105,482,2024-04-17
2736,2885,2025-03-20,5482.5,Debit Card,Success,130,813,2025-03-20
2737,2886,2024-10-23,17337.5,Upi,Pending,157,199,2024-10-23
2738,2887,2025-02-22,2115.0,Credit Card,Success,155,898,2025-02-22
2739,2888,2024-02-02,41650.0,Debit Card,Success,102,127,2024-02-02
2740,2889,2025-07-21,9200.0,Upi,Success,52,105,2025-07-21
2741,2890,2024-09-12,6630.0,Credit Card,Refunded,138,60,2024-09-12
2742,2891,2024-10-09,5992.5,Upi,Success,172,247,2024-10-09
2743,2892,2024-01-23,11400.0,Cash,Success,110,13,2024-01-23
2744,2893,2025-10-31,24000.0,Upi,Success,37,319,2025-10-30
2745,2894,2024-05-29,3610.0,Upi,Success,110,657,2024-05-29
2746,2895,2024-03-20,4940.0,Cash,Success,123,865,2024-03-20
2747,2896,2025-10-20,6100.0,Upi,Success,109,544,2025-10-19
2748,2897,2024-06-16,33000.0,Credit Card,Success,11,454,2024-06-16
2749,2898,2025-08-15,8200.0,Upi,Success,159,11,2025-08-15
2750,2899,2024-01-08,5400.0,Credit Card,Success,167,292,2024-01-08
2751,2900,2025-06-29,3510.0,Debit Card,Refunded,85,179,2025-06-29
2752,2901,2024-04-25,8460.0,Credit Card,Success,172,874,2024-04-24
2753,2902,2024-10-02,8415.0,Debit Card,Success,14,59,2024-10-01
2754,2903,2026-05-05,2470.0,Upi,Success,123,863,2026-05-05
2755,2904,2024-02-09,9547.5,Net Banking,Success,128,766,2024-02-09
2756,2905,2026-02-23,9300.0,Upi,Success,151,724,2026-02-23
2757,2906,2024-01-19,7980.0,Net Banking,Success,22,320,2024-01-19
2758,2907,2025-01-27,3950.0,Debit Card,Success,146,213,2025-01-27
2759,2908,2024-07-13,1187.5,Credit Card,Failed,17,487,2024-07-13
2760,2909,2026-02-19,6600.0,Debit Card,Success,171,653,2026-02-19
2761,2910,2025-10-14,6660.0,Credit Card,Success,107,232,2025-10-14
2762,2911,2024-06-02,6250.0,Credit Card,Success,135,803,2024-06-02
2763,2913,2025-04-27,2042.5,Upi,Success,87,197,2025-04-27
2764,2914,2024-06-16,10200.0,Upi,Success,32,324,2024-06-16
2765,2915,2024-04-11,7905.0,Upi,Success,28,325,2024-04-11
2766,2916,2025-01-08,3330.0,Net Banking,Success,107,451,2025-01-08
2767,2917,2024-04-04,5100.0,Debit Card,Success,1,699,2024-04-04
2768,2918,2024-07-15,45220.0,Credit Card,Success,32,666,2024-07-15
2769,2919,2024-04-26,1955.0,Credit Card,Success,33,463,2024-04-26
2770,2921,2025-08-06,12600.0,Cash,Success,167,754,2025-08-06
2771,2922,2024-03-17,4000.0,Credit Card,Success,72,211,2024-03-17
2772,2923,2024-11-20,10850.0,Net Banking,Success,169,406,2024-11-20
2773,2924,2024-05-10,8977.5,Upi,Success,21,433,2024-05-09
2774,2925,2024-06-01,5415.0,Credit Card,Success,177,433,2024-06-01
2775,2926,2024-11-18,10735.0,Net Banking,Pending,9,798,2024-11-18
2776,2927,2024-08-17,15555.0,Net Banking,Success,109,761,2024-08-17
2777,2928,2025-10-17,17100.0,Credit Card,Pending,110,591,2025-10-16
2778,2929,2025-11-21,3800.0,Upi,Success,72,655,2025-11-20
2779,2930,2026-05-27,16862.5,Cash,Success,64,443,2026-05-27
2780,2931,2025-05-11,5605.0,Upi,Success,82,50,2025-05-10
2781,2932,2025-08-10,12200.0,Debit Card,Success,5,756,2025-08-09
2782,2933,2024-06-06,24937.5,Upi,Success,136,274,2024-06-05
2783,2935,2025-12-08,12967.5,Upi,Success,163,850,2025-12-07
2784,2936,2026-03-29,32300.0,Credit Card,Success,32,154,2026-03-29
2785,2937,2024-08-02,2430.0,Debit Card,Success,21,190,2024-08-02
2786,2938,2024-05-06,10830.0,Upi,Success,177,472,2024-05-06
2787,2939,2024-05-27,3600.0,Credit Card,Success,167,504,2024-05-27
2788,2940,2024-07-09,14535.0,Credit Card,Success,153,245,2024-07-08
2789,2941,2024-12-04,35100.0,Upi,Success,85,232,2024-12-03
2790,2942,2025-05-19,7125.0,Credit Card,Success,156,230,2025-05-18
2791,2943,2025-10-03,13650.0,Upi,Success,175,804,2025-10-03
2792,2944,2025-11-02,4650.0,Upi,Refunded,28,31,2025-11-02
2793,2945,2025-12-30,3230.0,Upi,Success,27,175,2025-12-29
2794,2946,2026-02-10,10115.0,Credit Card,Success,122,61,2026-02-09
2795,2947,2024-12-27,1912.5,Upi,Success,113,532,2024-12-27
2796,2948,2024-05-23,3300.0,Credit Card,Success,14,529,2024-05-23
2797,2949,2026-05-13,10500.0,Debit Card,Pending,70,732,2026-05-12
2798,2950,2026-04-03,6460.0,Net Banking,Success,32,99,2026-04-03
2799,2951,2024-11-12,5320.0,Net Banking,Success,125,16,2024-11-11
2800,2952,2026-01-11,9690.0,Net Banking,Success,32,798,2026-01-10
2801,2953,2025-07-01,54900.0,Cash,Success,124,606,2025-07-01
2802,2954,2026-02-27,15675.0,Net Banking,Success,83,871,2026-02-27
2803,2955,2025-10-22,2327.5,Upi,Success,179,412,2025-10-22
2804,2956,2025-08-27,4800.0,Debit Card,Success,57,27,2025-08-27
2805,2957,2025-04-22,7695.0,Net Banking,Success,56,498,2025-04-22
2806,2958,2025-01-14,1300.0,Upi,Success,12,489,2025-01-14
2807,2959,2024-09-06,15675.0,Credit Card,Success,83,63,2024-09-06
2808,2960,2025-10-02,20000.0,Debit Card,Success,34,25,2025-10-01
2809,2961,2024-11-25,3705.0,Debit Card,Success,138,102,2024-11-24
2810,2963,2024-11-18,11602.5,Cash,Success,163,371,2024-11-18
2811,2964,2025-08-01,3562.5,Net Banking,Success,101,662,2025-07-31
2812,2965,2024-03-21,21470.0,Upi,Success,9,358,2024-03-21
2813,2967,2024-10-26,2635.0,Debit Card,Success,66,870,2024-10-26
2814,2968,2025-09-12,6900.0,Upi,Success,73,406,2025-09-11
2815,2969,2024-03-22,2042.5,Upi,Success,130,115,2024-03-22
2816,2970,2025-08-03,2565.0,Credit Card,Success,6,316,2025-08-02
2817,2971,2026-04-03,7830.0,Credit Card,Success,170,397,2026-04-03
2818,2972,2024-05-04,1215.0,Upi,Success,103,484,2024-05-04
2819,2973,2025-01-09,13110.0,Net Banking,Success,165,518,2025-01-09
2820,2974,2026-06-07,6150.0,Debit Card,Success,62,885,2026-06-06
2821,2975,2024-11-29,8700.0,Credit Card,Success,24,735,2024-11-28
2822,2976,2024-11-12,18300.0,Upi,Success,140,262,2024-11-12
2823,2977,2026-02-08,25200.0,Debit Card,Failed,102,683,2026-02-08
2824,2978,2024-11-25,2250.0,Debit Card,Success,38,360,2024-11-25
2825,2979,2025-03-18,1350.0,Upi,Success,103,772,2025-03-18
2826,2980,2024-12-16,1710.0,Debit Card,Success,167,626,2024-12-16
2827,2981,2024-11-22,5985.0,Upi,Success,7,644,2024-11-22
2828,2982,2026-03-14,72590.0,Credit Card,Failed,124,845,2026-03-14
2829,2983,2026-02-06,7140.0,Debit Card,Success,22,369,2026-02-06
2830,2984,2025-02-03,57190.0,Upi,Success,67,274,2025-02-02
2831,2986,2026-03-11,10830.0,Upi,Success,116,165,2026-03-10
2832,2987,2026-01-05,22050.0,Upi,Failed,70,862,2026-01-04
2833,2988,2024-02-01,5800.0,Debit Card,Success,119,446,2024-02-01
2834,2989,2025-05-08,6650.0,Debit Card,Success,102,822,2025-05-08
2835,2990,2024-10-21,1062.5,Debit Card,Success,17,601,2024-10-21
2836,2991,2024-12-18,1400.0,Debit Card,Success,100,621,2024-12-18
2837,2993,2024-08-26,9120.0,Debit Card,Success,111,588,2024-08-25
2838,2994,2025-10-16,3285.0,Credit Card,Success,157,628,2025-10-16
2839,2995,2025-07-09,9135.0,Credit Card,Success,119,614,2025-07-09
2840,2996,2026-04-26,5270.0,Upi,Success,16,377,2026-04-26
2841,2997,2026-04-26,28200.0,Debit Card,Success,173,213,2026-04-26
2842,2998,2024-09-04,6525.0,Credit Card,Success,141,646,2024-09-04
2843,2999,2025-04-10,1282.5,Net Banking,Success,20,411,2025-04-09
2844,3000,2024-11-09,6080.0,Credit Card,Success,180,524,2024-11-08
2845,3001,2026-06-19,7110.0,Debit Card,Success,146,853,2026-06-19
2846,3002,2025-05-24,8500.0,Net Banking,Success,99,632,2025-05-24
2847,3003,2024-11-18,10350.0,Credit Card,Success,73,103,2024-11-17
2848,3004,2024-01-09,3230.0,Net Banking,Success,27,581,2024-01-09
2849,3005,2025-01-09,7020.0,Net Banking,Success,26,299,2025-01-08
2850,3006,2024-03-23,6650.0,Debit Card,Success,30,737,2024-03-22
2851,3007,2025-11-11,3230.0,Credit Card,Pending,71,581,2025-11-11
2852,3008,2026-05-20,15075.0,Net Banking,Success,55,242,2026-05-20
2853,3009,2025-08-02,28250.0,Upi,Failed,41,79,2025-08-02
2854,3010,2024-08-01,20100.0,Cash,Success,86,277,2024-08-01
2855,3011,2024-09-12,6270.0,Credit Card,Pending,11,855,2024-09-12
2856,3012,2024-12-13,6080.0,Cash,Success,81,765,2024-12-13
2857,3013,2025-02-20,13200.0,Debit Card,Success,49,819,2025-02-19
2858,3014,2026-05-12,4275.0,Debit Card,Success,97,154,2026-05-12
2859,3015,2025-11-09,8550.0,Credit Card,Success,129,425,2025-11-09
2860,3016,2024-04-21,12000.0,Upi,Success,143,848,2024-04-21
2861,3017,2024-12-28,3300.0,Upi,Success,11,571,2024-12-28
2862,3018,2024-11-03,1900.0,Credit Card,Success,72,765,2024-11-02
2863,3019,2024-03-07,9690.0,Net Banking,Success,32,233,2024-03-07
2864,3020,2024-02-15,2635.0,Debit Card,Success,66,65,2024-02-14
2865,3021,2024-03-22,4590.0,Credit Card,Success,3,46,2024-03-21
2866,3022,2025-10-28,5000.0,Credit Card,Success,101,421,2025-10-28
2867,3023,2025-03-18,17100.0,Debit Card,Success,177,852,2025-03-18
2868,3024,2025-07-20,21500.0,Credit Card,Success,130,291,2025-07-20
2869,3025,2025-05-15,5220.0,Credit Card,Success,24,619,2025-05-14
2870,3026,2025-08-29,50850.0,Debit Card,Refunded,41,464,2025-08-29
2871,3027,2025-11-26,7000.0,Upi,Success,44,704,2025-11-25
2872,3028,2026-01-22,2400.0,Credit Card,Success,139,30,2026-01-22
2873,3029,2026-01-30,8502.5,Upi,Success,144,553,2026-01-30
2874,3030,2026-01-05,9765.0,Debit Card,Success,16,232,2026-01-05
2875,3031,2026-02-10,33915.0,Cash,Success,106,156,2026-02-10
2876,3032,2026-03-10,6750.0,Upi,Success,97,526,2026-03-10
2877,3033,2025-02-01,8235.0,Upi,Failed,5,628,2025-01-31
2878,3034,2024-07-23,11250.0,Cash,Success,74,121,2024-07-23
2879,3035,2026-05-22,32500.0,Upi,Success,145,237,2026-05-22
2880,3036,2025-12-26,22050.0,Upi,Success,179,874,2025-12-26
2881,3037,2024-10-19,14600.0,Debit Card,Success,157,53,2024-10-18
2882,3038,2025-08-13,3500.0,Upi,Failed,117,436,2025-08-13
2883,3039,2025-09-30,3600.0,Debit Card,Success,84,503,2025-09-30
2884,3040,2024-06-12,9500.0,Cash,Success,129,334,2024-06-12
2885,3041,2024-03-15,3350.0,Debit Card,Success,95,58,2024-03-15
2886,3042,2024-01-14,40460.0,Debit Card,Success,32,214,2024-01-14
2887,3043,2026-04-21,20700.0,Upi,Refunded,33,23,2026-04-21
2888,3044,2024-03-11,24255.0,Debit Card,Success,149,619,2024-03-10
2889,3045,2025-08-20,6127.5,Credit Card,Success,58,524,2025-08-20
2890,3046,2024-07-22,1105.0,Credit Card,Success,12,450,2024-07-22
2891,3047,2025-07-02,3200.0,Upi,Success,57,441,2025-07-02
2892,3048,2025-11-05,30400.0,Upi,Success,81,710,2025-11-04
2893,3049,2024-11-23,12920.0,Upi,Success,76,391,2024-11-23
2894,3050,2025-11-20,1955.0,Upi,Success,33,204,2025-11-20
